AÑ;TRIMESTRE;PROVEEDOR;COD DEPARTAMENTO;DEPARTAMENTO;COD MUNICIPIO;MUNICIPIO;CABECERA MUNICIPAL;COD CENTRO POBLADO;CENTRO POBLADO;COBERTURA 2G;COBERTURA 3G;COBERTURA HSPA+, HSPA+DC;COBERTUTA 4G;COBERTURA LTE;COBERTURA 5G
2022;1;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13838;TURBAN�;S;13838000;TURBAN�;N;S;S;S;N;N
2021;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8436;MANAT�;S;8436001;MANAT�;S;S;S;N;S;N
2023;3;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8421;LURUACO;N;8421001;ARROYO DE PIEDRA;N;S;S;S;N;N
2022;3;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13744;SIMIT�;N;13744024;PATA PELA;N;N;N;S;N;N
2022;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430027;SANTA PABLA;S;N;N;N;N;N
2023;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8606;REPELÓ;N;8606004;ROTINET;N;S;S;S;N;N
2023;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001015;ARARCA;S;N;N;N;N;N
2023;1;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13430;MAGANGU�;S;13430000;MAGANGU�;N;S;S;S;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;13440008;SANDOVAL;S;S;S;N;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001030;TIERRA BAJA;S;N;N;N;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430011;HENEQUÉ;S;S;S;N;N;N
2022;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8421;LURUACO;N;8421001;ARROYO DE PIEDRA;S;S;S;N;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13300;HATILLO DE LOBA;N;13300008;LAS BRISAS;N;N;N;N;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372004;SANTA VERÓNIC;S;S;S;S;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13490;NOROS�;N;13490008;VILLA ARIZA;S;S;N;N;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13433;MAHATES;N;13433001;EVITAR;S;S;S;N;N;N
2023;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430027;SANTA PABLA;S;N;N;N;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13052;ARJONA;N;13052005;SAN RAFAEL DE LA CRUZ;S;S;N;N;N;N
2023;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13654;SAN JACINTO;N;13654006;LAS CHARQUITAS;S;S;N;N;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13688;SANTA ROSA DEL SUR;N;13688015;SAN FRANCISCO;N;N;N;N;N;N
2023;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8832;TUBAR�;N;8832012;VILLAS DE PALMARITO;S;N;N;N;N;N
2021;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13430;MAGANGU�;N;13430011;HENEQUÉ;N;S;S;N;N;N
2022;3;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13667;SAN MARTÍN DE LOB;S;13667000;SAN MARTÍN DE LOB;N;S;S;S;N;N
2022;3;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8675;SANTA LUCÍ;S;8675000;SANTA LUCÍ;S;S;S;S;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638005;LA PEÑ;S;S;S;N;N;N
2021;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;S;13468001;SANTA CRUZ DE MOMPOX;N;N;N;N;S;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13810;TIQUISIO;S;13810000;PUERTO RICO;S;S;S;S;N;N
2023;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8675;SANTA LUCÍ;N;8675001;ALGODONAL;S;S;S;S;N;N
2023;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13647;SAN ESTANISLAO;S;13647000;SAN ESTANISLAO DE KOSTKA;S;S;S;S;N;N
2021;3;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13667;SAN MARTÍN DE LOB;S;13667000;SAN MARTÍN DE LOB;S;S;N;N;N;N
2022;2;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442017;ARROYO GRANDE;N;N;N;S;N;N
2022;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13140;CALAMAR;S;13140000;CALAMAR;S;S;S;S;N;N
2023;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442017;ARROYO GRANDE;S;S;S;S;N;N
2023;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442016;NUEVO RETÉ;S;S;S;S;N;N
2023;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430016;LAS BRISAS;S;S;N;N;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13549;PINILLOS;S;13549000;PINILLOS;S;S;S;S;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13433;MAHATES;N;13433003;MALAGANA;S;S;S;N;N;N
2021;4;AVANTEL S.A.S;13;BOLÍVA;13212;CÓRDOB;S;13212000;CÓRDOB;S;S;S;N;N;N
2022;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13430;MAGANGU�;N;13430011;HENEQUÉ;N;S;S;S;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13836;TURBACO;N;13836007;URBANIZACION VILLA DE CALATRAVA;S;S;S;S;N;N
2023;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13140;CALAMAR;N;13140002;BARRANCA NUEVA;S;N;N;N;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13042;ARENAL;S;13042000;ARENAL;S;S;S;S;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13140;CALAMAR;N;13140011;EL PROGRESO;S;S;N;N;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468024;SANTA ROSA;N;N;N;N;N;N
2021;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001030;TIERRA BAJA;S;S;N;S;N;N
2022;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8296;GALAPA;S;8296000;GALAPA;S;S;S;S;N;N
2022;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13006;ACH�;N;13006042;PROVIDENCIA;S;N;N;N;N;N
2022;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001001;ARROYO DE PIEDRA;S;S;S;S;N;N
2021;3;AVANTEL S.A.S;13;BOLÍVA;13667;SAN MARTÍN DE LOB;S;13667000;SAN MARTÍN DE LOB;S;S;S;N;N;N
2021;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13430;MAGANGU�;N;13430006;CASCAJAL;S;S;S;N;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001038;PUERTO BELLO;S;S;S;N;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638010;PATILLA;S;S;S;S;N;N
2021;4;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13442;MARÍA LA BAJ;N;0;SIN CENTRO POBLADO;N;N;N;S;N;N
2021;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13006;ACH�;S;13006000;ACH�;S;S;S;N;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;13650006;EL PALMAR;N;N;N;N;N;N
2022;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13894;ZAMBRANO;S;13894000;ZAMBRANO;S;S;S;S;N;N
2023;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13160;CANTAGALLO;S;13160000;CANTAGALLO;S;S;S;S;N;N
2021;1;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13268;EL PEÑ�;S;13268001;EL PEÑ�;S;S;S;N;N;N
2022;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001010;PUNTA CANOA;S;S;S;N;N;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13030;ALTOS DEL ROSARIO;S;13030000;ALTOS DEL ROSARIO;N;S;S;N;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13062;ARROYOHONDO;N;13062006;SAN FRANCISCO (SOLABANDA);S;S;N;N;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13062;ARROYOHONDO;N;13062004;SATO;S;S;N;N;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638004;ISABEL LÓPE;S;S;S;S;N;N
2022;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13836;TURBACO;N;13836010;URBANIZACION ZAPOTE;S;S;S;N;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8560;PONEDERA;N;0;CASCAJAL;S;S;S;S;N;N
2022;1;AVANTEL S.A.S;8;ATLÁNTIC;8849;USIACUR�;S;8849000;USIACUR�;S;S;S;S;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13433;MAHATES;N;13433010;CRUZ DEL VIZO;S;S;S;S;N;N
2023;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001017;ARCHIPIELAGO DE SAN BERNARDO;N;S;S;S;N;N
2023;1;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13001;CARTAGENA;N;13001002;ARROYO GRANDE;N;S;S;S;N;N
2022;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001034;BARCELONA DE INDIAS;S;S;S;S;N;N
2022;3;AVANTEL S.A.S;13;BOLÍVA;13001;CARTAGENA;S;13001000;CARTAGENA DE INDIAS;S;S;S;S;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468016;LOS PIÑONE;N;N;S;S;N;N
2022;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8296;GALAPA;S;8296000;GALAPA;S;S;S;S;N;N
2023;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13188;CICUCO;N;13188002;LA PEÑ;S;S;N;N;N;N
2021;4;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442017;ARROYO GRANDE;N;N;N;S;N;N
2021;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13212;CÓRDOB;S;13212000;CÓRDOB;S;S;N;N;N;N
2021;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;8573002;SALGAR;S;S;S;S;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13300;HATILLO DE LOBA;N;13300002;JUANA SÁNCHE;S;S;N;N;N;N
2021;3;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13042;ARENAL;S;13042000;ARENAL;S;S;N;N;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212013;SANAHUARE;N;N;N;S;N;N
2022;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13673;SANTA CATALINA;N;13673003;GALERAZAMBA;S;S;S;S;N;N
2021;4;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13458;MONTECRISTO;S;13458000;MONTECRISTO;S;S;S;N;N;N
2023;2;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13836;TURBACO;S;13836000;TURBACO;N;S;S;S;N;N
2021;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8421;LURUACO;N;8421002;PALMAR DE CANDELARIA;N;S;S;N;N;N
2023;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780023;TALAIGUA VIEJO;S;S;S;S;N;N
2022;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8520;PALMAR DE VARELA;N;8520001;BURRUSCOS;N;N;N;S;N;N
2022;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13838;TURBAN�;S;13838000;TURBAN�;S;S;S;S;N;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13222;CLEMENCIA;S;13222000;CLEMENCIA;S;S;S;N;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442015;EL FLORIDO;S;S;N;N;N;N
2021;4;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13440;MARGARITA;S;13440000;MARGARITA;N;S;S;N;N;N
2023;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8638;SABANALARGA;N;8638002;CASCAJAL;N;N;N;S;N;N
2022;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13140;CALAMAR;N;13140002;BARRANCA NUEVA;S;S;S;S;N;N
2021;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8638;SABANALARGA;S;8638000;SABANALARGA;S;S;N;S;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13052;ARJONA;N;13052004;SINCERÍ;S;S;S;N;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13620;SAN CRISTÓBA;N;13620002;LAS CRUCES;S;S;N;N;N;N
2021;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8560;PONEDERA;N;8560003;PUERTO GIRALDO;N;N;N;N;N;N
2022;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430030;TACALOA;S;S;N;N;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001030;TIERRA BAJA;S;N;N;N;N;N
2022;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13006;ACH�;N;13006042;PROVIDENCIA;S;N;N;N;N;N
2022;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8558;POLONUEVO;S;8558000;POLONUEVO;S;S;S;S;N;N
2023;1;PARTNERS TELECOM COLOMBIA SAS;8;ATLÁNTIC;8520;PALMAR DE VARELA;S;8520000;PALMAR DE VARELA;N;S;S;S;N;N
2021;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13001;CARTAGENA;S;13001000;CARTAGENA DE INDIAS;S;S;S;S;N;N
2021;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13650;SAN FERNANDO;S;13650000;SAN FERNANDO;S;S;N;N;N;N
2023;2;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13433;MAHATES;S;13433000;MAHATES;N;S;S;S;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8770;SUAN;S;8770001;SUAN;S;S;S;N;S;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13655;SAN JACINTO DEL CAUCA;N;13655006;MÉJIC;S;N;N;N;N;N
2023;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13188;CICUCO;N;13188002;LA PEÑ;S;S;N;N;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13188;CICUCO;N;13188003;SAN FRANCISCO DE LOBA;S;S;N;N;N;N
2022;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13836;TURBACO;N;13836001;CAÑAVERA;S;S;S;S;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212015;BELLAVISTA;N;N;N;N;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372002;CHORRERA;S;S;S;S;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13836;TURBACO;N;13836001;CAÑAVERA;N;N;N;S;N;N
2021;3;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13838;TURBAN�;S;13838000;TURBAN�;N;S;S;S;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8558;POLONUEVO;S;8558000;POLONUEVO;S;S;S;S;N;N
2022;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13688;SANTA ROSA DEL SUR;N;13688011;SAN LUCAS;S;N;N;N;N;N
2022;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13440;MARGARITA;N;13440001;BOTÓN DE LEIV;S;N;N;N;N;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001013;TIERRA BOMBA;S;S;N;S;N;N
2023;3;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13458;MONTECRISTO;S;13458000;MONTECRISTO;N;S;S;S;N;N
2022;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13838;TURBAN�;N;13838001;BALLESTAS;S;S;N;N;N;N
2022;4;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8638;SABANALARGA;N;8638004;ISABEL LÓPE;N;S;S;S;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8832;TUBAR�;N;8832010;PLAYA MENDOZA;S;N;N;N;N;N
2021;3;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8638;SABANALARGA;N;8638006;MOLINERO;N;N;N;N;N;N
2022;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8560;PONEDERA;S;8560000;PONEDERA;S;S;S;S;N;N
2022;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442002;EL NÍSPER;S;S;S;S;N;N
2022;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;S;13244000;EL CARMEN DE BOLÍVA;S;S;S;S;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780026;LOS MANGOS;S;S;N;N;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430018;PALMARITO;N;N;N;N;N;N
2023;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212006;SINCELEJITO;N;N;N;S;N;N
2022;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8549;PIOJ�;N;8549002;EL CERRITO;S;S;S;N;N;N
2022;2;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13744;SIMIT�;N;0;SIN CENTRO POBLADO;N;N;N;S;N;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13490;NOROS�;S;13490000;NOROS�;N;N;N;S;N;N
2023;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13744;SIMIT�;N;13744025;SABANA DE SAN LUIS;N;N;N;S;N;N
2021;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;S;13244000;EL CARMEN DE BOLÍVA;S;S;S;S;N;N
2022;4;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;S;13468000;MOMPÓ;N;S;S;S;N;N
2022;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8520;PALMAR DE VARELA;S;8520000;PALMAR DE VARELA;S;S;S;S;N;N
2021;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13894;ZAMBRANO;S;13894001;ZAMBRANO;S;S;S;N;N;N
2022;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13810;TIQUISIO;S;13810000;PUERTO RICO;S;S;S;S;N;N
2022;4;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8832;TUBAR�;S;8832000;TUBAR�;N;S;S;S;N;N
2023;2;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442006;RETIRO NUEVO;N;N;N;S;N;N
2022;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244008;HATO NUEVO;N;N;N;S;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;S;13468000;MOMPÓ;S;S;S;S;N;N
2022;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13810;TIQUISIO;N;13810002;BOCAS DE SOLIS;S;S;N;N;N;N
2023;3;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8520;PALMAR DE VARELA;N;8520001;BURRUSCOS;N;N;N;S;N;N
2022;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468015;LOMA DE SIMÓ;S;N;N;N;N;N
2021;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13657;SAN JUAN NEPOMUCENO;N;13657006;SAN PEDRO CONSOLADO;S;S;N;N;N;N
2022;2;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13268;EL PEÑ�;S;13268000;EL PEÑ�;N;S;S;S;N;N
2021;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13042;ARENAL;N;13042003;SAN RAFAEL;S;N;N;N;N;N
2022;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430017;MADRID;S;S;N;N;N;N
2022;3;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13490;NOROS�;S;13490000;NOROS�;N;S;S;N;N;N
2021;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8520;PALMAR DE VARELA;S;8520001;PALMAR DE VARELA;N;N;N;N;S;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372002;CHORRERA;S;S;S;S;N;N
2022;4;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13140;CALAMAR;N;13140011;EL PROGRESO;N;N;N;S;N;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442012;MATUYA;S;N;N;N;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13062;ARROYOHONDO;N;13062006;SAN FRANCISCO (SOLABANDA);S;S;N;S;N;N
2021;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;13650008;EL PORVENIR;S;S;N;N;N;N
2021;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8372;JUAN DE ACOSTA;S;8372000;JUAN DE ACOSTA;S;S;S;S;N;N
2022;2;PARTNERS TELECOM COLOMBIA SAS;8;ATLÁNTIC;8137;CAMPO DE LA CRUZ;S;8137000;CAMPO DE LA CRUZ;N;S;S;S;N;N
2022;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430011;HENEQUÉ;S;S;S;N;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8433;MALAMBO;S;8433000;MALAMBO;S;S;S;S;N;N
2023;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13430;MAGANGU�;N;13430008;COYONGAL;S;N;N;N;N;N
2023;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8606;REPELÓ;N;8606005;VILLA ROSA;S;S;S;S;N;N
2022;4;PARTNERS TELECOM COLOMBIA SAS;13;BOLÍVA;13744;SIMIT�;S;13744000;SIMIT�;N;S;S;S;N;N
2022;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006005;ALGARROBO;S;S;N;N;N;N
2021;4;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13074;BARRANCO DE LOBA;S;13074000;BARRANCO DE LOBA;S;S;S;S;N;N
2022;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13688;SANTA ROSA DEL SUR;N;13688007;CANELOS;S;S;N;N;N;N
2021;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442025;LA PISTA;S;S;S;S;N;N
2022;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13212;CÓRDOB;N;13212005;SAN ANDRÉ;S;S;S;S;N;N
2021;2;AVANTEL S.A.S;13;BOLÍVA;13442;MARÍA LA BAJ;S;13442000;MARÍA LA BAJ;S;S;S;N;N;N
2022;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;N;13744017;PARAÍS;S;N;N;N;N;N
2023;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13657;SAN JUAN NEPOMUCENO;N;13657005;SAN CAYETANO;S;S;S;N;N;N
2021;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001010;PUNTA CANOA;S;S;S;N;N;N
2022;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13600;RÍO VIEJ;S;13600000;RÍO VIEJ;S;S;S;S;N;N
2021;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8078;BARANOA;N;8078002;PITAL;S;N;N;N;N;N
